评论ID,用户名,评论内容,点赞数,回复时间,父评论ID
266651847056,篁舞,"说的肥莉游戏途中莫名其妙发火玩不起，还对着正常玩家说的道理大吼大叫。

此举引起了其它玩家的注意，纷纷上前询问。

当得知是说的肥莉有问题之后纷纷上前指责和嘲笑。

毕竟这说的肥莉也是逆大天了，玩不起脾气还臭。

结果肥莉被千夫所指之后当场爆哭了，不似真人。

没过多久，肥莉的男友说的道力出场，非常嚣张地辱骂了正常玩家说的道理，还想要动手打人。

发觉事情有些大了，场地老板此时突然跳出来想要和稀泥，隐隐约约有些护着道力与肥莉。

事后有热心人经过调查发现说的道力似乎和场地老板有关系，这也是他敢如此嚣张的底气吧。

暂时没看过后续，那两人有没有道歉暂且不知道。

不过有一点值得注意，说的肥莉在dy有号，被人找到账号并爆破评论区之后迅速的把大部分作品都删了。",2,202506-25 14:59:10,266632438016
265558035473,瑟瑟夫-staaaaaalin,别看，你也看不到第二集[笑哭],0,202506-25 10:55:00,0
266629415920,背后的原因令人暖心,游戏公司墓地达到了，出圈,0,202506-25 10:26:47,0
265554485793,雷切切切切切,要不是微信加的全是家人亲戚，我也陪他们复读[妙啊],1,202506-25 10:02:49,0
266627801984,听风挽星夜,[笑哭],0,202506-25 10:01:35,0
266626906656,AEUDOoooiiiii,[嗑瓜子],15,202506-25 09:47:04,0
265559052833,一个普通的欧卡玩家,那很带派了,0,202506-25 11:09:06,266626906656
266626403792,Musloca,别笑[笑哭],0,202506-25 09:38:48,0
266625998864,奇怪的梦新,这个小游戏真的扫码了，和狗屎的咸鱼之王似一个茅厕,4,202506-25 09:35:33,0
266625960064,环保少年,这脚丫子我看的真的有些生理不适的感觉,1,202506-25 09:33:37,0
266625352496,长路不想长大,很抽象的是，这些广告打开点进去后经常是另一个游戏……,0,202506-25 09:24:26,0
265551964913,我的天那是什么东西,说起来我也是看到我爸我才知道养那个羊居然是有21关以上的（他到底是怎么打到21关的）,0,202506-25 09:22:11,0
265551619153,yili小米,我还真玩过，不看广告比较难，看了就很简单,0,202506-25 09:17:02,0
265551553505,户山香澄风,还真过不了，不看广告求助,24,202506-25 09:14:19,0
265551993937,户山香澄风,已向广告屈服，，，,1,202506-25 09:23:36,265551553505
266681007072,六花的信仰,回复 @户山香澄风 :这关必须看广告才可以过,0,202506-25 20:39:54,265551993937
265652208801,做白客不做黑客,回复 @户山香澄风 :不可能不看的，你看下面那个三个螺丝的就知道过不了了，每次拆螺丝都需要一个空位置，两个螺丝两个空位置，3个螺丝三个空位置，所以三螺丝那里不可能拆下来,0,202506-26 11:08:36,265551993937
265551544209,破穹陨星,[吃瓜],0,202506-25 09:13:56,0
265551306321,玄科,我还真在前段时间玩上瘾了。,0,202506-25 09:10:21,0
265550971233,ChaosException,[doge],0,202506-25 09:04:59,0
266623918848,贝里克利,B是会排版的,1,202506-25 09:00:07,0
266623442272,iglooooo,这广告图对密恐来说太tm哈人了。而且防不胜防，微信里、b站到处都是。b站里的还屏蔽不了。真的要吐了。,0,202506-25 08:49:26,0
265549504881,白菜好哇塞,还有一个折螺丝。,0,202506-25 08:40:54,0
266622505712,果仁芹菜,00:12 放学马仕广告是何意味，请解释一下,0,202506-25 08:32:41,0
266621187536,剑桥耐冻王,难绷,0,202506-25 08:07:37,0
266620989984,这是一个很花哨的名字,这游戏不看广告我真过不了2[笑哭],0,202506-25 08:01:41,0
266620800928,零点酒吧の兔女郎,别再问我这是啥游戏是什么梗,0,202506-25 07:56:38,0
266620458720,BG5COI,已玩 已老实[笑哭],0,202506-25 07:52:01,0
266619887328,账号已注销061625,有的吸睛游戏广告故意玩的很菜，让你看了高血压吸引你点进去玩,1,202506-25 07:34:42,0
266619841920,-godsend-,就笑，我试我能过得了第二关[笑哭],0,202506-25 07:31:13,0
265546296369,还有星星陪伴我,问过,0,202506-25 07:25:58,0
265546254225,----好夜----,[天使嚣嚣REBOOT表情包_啊哈哈],1,202506-25 07:22:22,0
266682936320,御坂19423,[醒醒收藏集_喜欢],1,202506-25 21:00:39,265546254225
266619482560,莎莉娜的仙子伊布,今年寒假时候抖音一堆保护狗狗不被蜜蜂蛰的游戏广告[笑哭],0,202506-25 07:22:14,0
266618897712,哪个蒸面条,微信朋友圈现在都是广告多 看见就烦,0,202506-25 07:05:58,0
265545325025,优纪521,别过，你也关不了第二笑[笑哭],0,202506-25 06:54:22,0
266618189888,账号注销35467289029,带派不老铁,0,202506-25 06:35:33,0
265544889041,烧烤摊老板冷仙,错误的，阿能二技能能打杰斯顿两条命,0,202506-25 06:34:20,0
266617159248,沧浪之刀,求助，不看广告的话有何解,3,202506-25 05:47:49,0
266617117184,沧浪之刀,屁股那是看广告解锁的孔,1,202506-25 05:48:29,266617159248
266617334208,不知名玩家666,拆板子左边两个螺丝，然后板子会因为重力旋转。之后把留下来的螺丝放在旋转之后露出的孔上就可以了。,2,202506-25 05:57:07,266617159248
266617197696,沧浪之刀,回复 @不知名玩家666 :那我问你那我问你，螺丝放哪儿,0,202506-25 05:58:08,266617334208
266617199728,沧浪之刀,回复 @不知名玩家666 :旋转之后往下掉，会都堵上,0,202506-25 05:58:46,266617334208
266628959072,佟佳云陌,别浪费时间了宝宝，人家设计产品的早就考虑各种解法了，让你不看广告是不可能的,8,202506-25 10:21:37,266617159248
266614344992,如何不用嘴吃饭,@minecraft_汪轩,0,202506-25 03:11:46,0
266613265472,堵桥纵火犯,堵桥来,0,202506-25 02:34:45,0
266613280304,呆唯かわいい呦,[天使嚣嚣REBOOT表情包_脸红],3,202506-25 02:32:42,0
265539772961,年愁今夜唯稻香,[脱单doge]别笑，你也🦌不了第二次管,1,202506-25 02:21:02,0
265539769889,待会到码头整点薯条,看了这个广告去玩了拆螺丝，还拆上瘾了,0,202506-25 02:20:50,0
265539190289,志修伊-正希涵汐,原图,1,202506-25 02:08:33,0
266612044064,耐赌王葛凯_复活失败,别笑，你试你也过不了第二关[笑哭],0,202506-25 02:02:10,0
265538752561,F-03-46A,本来就对WX小游戏这种缺乏监管，外部直接跳转，素材盗用的东西反感，后来出现这种带好友备注的广告的时候我还愣了一下，挨个核实了之后才知道身边没一个人知道这个，当时彻底怒了，挨个点的举办，问就是侵犯了我的隐私，从外部广告直接跳转微信小程序到现在读取好友列表，小程序真的在一步一步试探我们的底线. .. 🤢,158,202506-25 01:56:35,0
265578675233,小蜘蛛spiderSP,到底是谁睁一只眼闭一只眼呢,15,202506-25 15:12:48,265538752561
266692105168,准时不早退的孙哥,确实，直接盗用好友信息，演都不演了,7,202506-25 22:34:28,265538752561
266695969680,GlassesO,回复 @小蜘蛛spiderSP :是啊是啊好难猜啊[星星眼][星星眼][星星眼][星星眼][星星眼],1,202506-25 23:16:18,265578675233
265538415233,塔可洛亚,别🦌，你也充不了第二发[笑哭],147,202506-25 01:48:02,0
265588905425,沐琳淇凌,我真可以[笑哭][笑哭][笑哭],19,202506-25 17:33:14,265538415233
265591015537,74874634358_bili,回复 @沐琳淇凌 :神人,5,202506-25 17:57:41,265588905425
265602633153,艾伦新年版,回复 @沐琳淇凌 :不信,3,202506-25 20:01:38,265588905425
266678463776,磁场吉尔苏,极限挑战吗，有点意思，等我消息,2,202506-25 20:13:48,265538415233
265604276721,异奏丶,回复 @磁场吉尔苏 :兄弟现在几发了[doge],1,202506-25 20:18:49,266678463776
265606475793,博戎,抱歉，我已经三发了,1,202506-25 20:43:44,265538415233
265613919681,老鼠人冷门信仰玩家,我现在已经🦌昏了,1,202506-25 22:02:52,265538415233
266695647328,梦窃情终生,抱歉，我已经醒了,1,202506-25 23:12:37,265538415233
266695964176,_------____,想当年，3连🐍,1,202506-25 23:16:06,265538415233
265620957873,北大坤坤哥,我也行[笑哭],1,202506-25 23:17:41,265538415233
266697340000,SYW25K,回复 @沐琳淇凌 :那你厉害[喜极而泣],1,202506-25 23:31:06,265588905425
266697357920,SYW25K,回复 @博戎 :可以可以,1,202506-25 23:31:47,265606475793
266697488096,SYW25K,回复 @北大坤坤哥 :一次最多几发[喜极而泣],1,202506-25 23:32:26,265620957873
265632355953,芹菜虾仁饭,快速拔枪如何呢,1,202506-26 02:01:16,265538415233
266721206608,Coldays,我真可以[笑哭]你不太行,0,202506-26 09:25:42,265538415233
266723332544,栗悟饭与萨列里,我可以[笑哭][笑哭][笑哭],0,202506-26 10:00:53,265538415233
266742912272,最后使者,有好材料一天3发正常，只是每次会更久，实际上3以上也可以只是越多越没那么爽,0,202506-26 13:59:32,265538415233
266742955936,最后使者,连发一般并没那么爽[思考]，2连发就差不多了吧，3连啥材料也发我一份...,0,202506-26 14:01:13,265538415233
265673566049,mio酱酱酱,但我可以啊？,0,202506-26 15:43:19,265538415233
265537561761,波奇波奇酱,我一直以为这些评论是我朋友开玩笑发的。。。。。,4,202506-25 01:33:45,0
266619290272,星芒卫穗,就是啊，因为我就是那个复制这个发的,0,202506-25 07:17:02,265537561761
266680281696,风的世界喵,回复 @女孩为何穿神器 :不至于[奶蓝梦境_喵],0,202506-25 20:32:20,266673495728
266688706560,Yharim1824,回复 @女孩为何穿神器 :戾气真大,0,202506-25 22:00:58,266673495728
265620583537,夜访寒,回复 @女孩为何穿神器 :你也是神人,0,202506-25 23:12:38,266673495728
265643592273,赫尔比亚H,回复 @星芒卫穗 :我也发过[喜极而泣],0,202506-26 08:58:47,266619290272
266610673488,囎予_史拜德,赢了我才玩[笑哭],1,202506-25 01:33:35,0
265537279089,蒂蒂の虎鲸抱枕,我以为这是广告，一看名字梗百科[笑哭],0,202506-25 01:30:20,0
265537262033,空手道部先辈,我也没加他好友他怎么会出现在我的朋友圈里呢🤓,5,202506-25 01:28:38,0
265545452785,配迷,资本的大手,1,202506-25 06:59:03,265537262033
266609636944,因你爱症晚期,你这封面我一开始都不敢点进来,1,202506-25 01:13:44,0
265536647041,菰寡老人,别笑，你试你也笑[笑哭],1,202506-25 01:13:37,0
266609386880,古林蘭,我直接关闭朋友圈的，不存在这种问题,15,202506-25 01:09:50,0
265550167089,白菜好哇塞,删掉微信，删掉QQ，删掉抖音，删掉快手，删掉王者荣耀，删掉和平精英，删掉作业帮。你就可以上清北大学了。,9,202506-25 08:50:13,266609386880
265555268577,大橙子吃个雫雫,回复 @白菜好哇塞 : 啧 哈气了,8,202506-25 10:15:20,265550167089
266629076048,佟佳云陌,"回复 @白菜好哇塞 :不玩手机 ≠ 愿意学习
不等式秒了[星星眼]",13,202506-25 10:20:32,265550167089
265556225041,wanwan了_official,回复 @白菜好哇塞 :哈气了,5,202506-25 10:31:21,265550167089
265557942657,真寻不会悲伤,回复 @白菜好哇塞 :你应激了？[笑哭],3,202506-25 10:54:28,265550167089
266637657920,葯紈,给人一种很小众很成熟不和世俗同流合污的感觉,4,202506-25 12:09:19,266609386880
266639200480,卓柔纸巾,关了能看别人的吗，不然我也想关了，没发过朋友圈，老是有人问我是不是朋友圈给她屏蔽了,2,202506-25 12:22:59,266609386880
266640348976,叚门77277,回复 @白菜好哇塞 :好活,1,202506-25 12:34:46,265550167089
266642649632,鬼方-佳世子,回复 @白菜好哇塞 :神人应激了,0,202506-25 12:56:51,265550167089
265569270577,铀235uranium,回复 @葯紈 :蚌埠住了,0,202506-25 13:03:46,266637657920
266647594720,FLWHY我最菜,朋友圈的入口可以关闭，但那份生怕别人不知道自己已关闭的微妙心思，却始终在哔哩哔哩的评论区闪烁,5,202506-25 14:00:23,266609386880
266648372048,faker名人uzi堂,回复 @白菜好哇塞 :孔孟之乡的含金量[笑哭][支持],0,202506-25 14:10:49,265550167089
266648500064,官庄小神尤,回复 @白菜好哇塞 : 那我玩三国杀，火影忍者，铁道，一大堆电脑游戏你不炸了,2,202506-25 14:12:06,265550167089
266649478416,古林蘭,回复 @卓柔纸巾 :所有人的都屏蔽了，反正我没主动点过,0,202506-25 14:26:53,266639200480
266649928416,古林蘭,回复 @白菜好哇塞 :巧了，除了微信和qq你说的其他的我都没用过,0,202506-25 14:32:09,265550167089
265648909105,Kirsche_,哇，好小众，小众哥[点赞]好特别,0,202506-26 10:20:26,266609386880
266735009136,魔爪爪MOZZ,好帅,0,202506-26 12:28:23,266609386880
265536126833,铲子鲨人膜,"这堆沙雕小游戏有些还是挺有意思的。
最近在玩蠕动贪吃蛇（类似推箱子），猛鬼宿舍（塔防）。推荐一下，微信小程序就有。缺点就是这类小游戏必有广告，有的多有的少。[笑哭]",0,202506-25 01:05:27,0
266608877248,抹茶da芭菲,没看到过[Mygo表情包_探头],1,202506-25 01:04:18,0
265535408129,燃烧の星星,笑不活了[笑哭],2,202506-25 00:55:22,0
265535345201,跟她说出那句话,别笑，你也路不了第二关😓,0,202506-25 00:52:57,0
265535160465,蓝天梦境,我反复确认这个视频没小火箭才点进来的，被推广视频整的有点PTSD了,90,202506-25 00:52:09,0
265549712897,白菜好哇塞,有火箭的是花钱买流量吗？,4,202506-25 08:42:45,265535160465
265550262737,柯洛基司机,太真实了,0,202506-25 08:52:06,265535160465
265554406321,怠惰的Aki桑,回复 @白菜好哇塞 :是,0,202506-25 10:00:53,265549712897
266643179296,Golmansparo-,回复 @白菜好哇塞 : 不带火箭的不一定不是推广，但带火箭的一定是推广,22,202506-25 13:03:46,265549712897
266687215552,这条路不简单,回复 @Golmansparo- :带火箭的我默认是诈骗广告，不管什么视频[嗑瓜子],4,202506-25 21:45:10,266643179296
265614908881,苍鹰破空,回复 @这条路不简单 :很多是up买的推流啊，总不能说那种二创视频也是诈骗吧,2,202506-25 22:12:22,266687215552
265672735185,烟芜--镜b站第一颜粉,回复 @苍鹰破空 : [笑哭]我以为带火箭的是b站推的，刷到一个屏蔽一个,0,202506-26 15:30:21,265614908881
265535050609,疯狂的老黄,[喜欢],1,202506-25 00:47:48,0
265534876801,取名不如跳楼,换雨姐的一小时没过一关[支持],1,202506-25 00:47:13,0
265534883201,梦阳不滑稽,梗百科看到战雷这辈子值了[笑哭],1,202506-25 00:46:07,0
266607757216,守护最可爱的火花骑士,别笑，你也卢不了第二管[笑哭],2,202506-25 00:45:56,0
265545914689,Mmz_13,不一定,0,202506-25 07:20:08,266607757216
266607080768,嘻嘻说说,最过分的就是随便用别人的号去打广告，最开始我还以为就是纯跟风，甚至有些有些不太熟的人，我还感觉蛮新鲜的，直到我看到我爸也在评论，这压根就不可能，这糊弄糊弄不熟的人还行，家里人什么性子我还能不知道？就纯土木沙宝，当然，我也知道广告下面的评论也有真人，因为我室友也跟我聊过，但里面有假人是毋庸置疑的！我估计这个评论区可能也有托，我看看谁跟我说全是真人的，我全当人机处理,194,202506-25 00:37:16,0
265583507393,PMOST-DSQ,土木老爹这一块,1,202506-25 16:24:47,266607080768
265634924465,美的小狐狸,我也以为是朋友他们自己评论的[喜极而泣],0,202506-26 03:22:09,266607080768
266606919136,Hiroseこういち,🤓,0,202506-25 00:34:09,0
266606412176,guanlanke,我突然意识到一点，老马应该自己是有微信的，那他应该也能中招吧[笑哭],1,202506-25 00:26:49,0
266605874880,娜娜阿斯塔戴比路克,@蛋包饭咖喱饭 [星星眼],0,202506-25 00:20:38,0
265532900625,次元裂缝已打开,我是发段子在底下,0,202506-25 00:18:36,0
265532138561,叮咚鸡与大狗,[笑哭],0,202506-25 00:10:08,0
265532060961,中和111,"那和我没关系
第二关我过了
可以笑了
[脱单doge][脱单doge][脱单doge]",0,202506-25 00:10:01,0
266603841664,Viva-Ia-Vida,[微笑],0,202506-24 23:55:22,0
266603802960,lZiMUl,[笑哭],0,202506-24 23:55:02,0
265530643953,王芝麻王,吸引眼睛的广告，可不可以叫引睛广告[思考],0,202506-24 23:50:18,0
265530481921,雪葬白花,一觉醒来吓死了,1,202506-24 23:48:23,0
265530415281,晴飔is,别笑，你也导不了第二管[笑哭],0,202506-24 23:48:04,0
265529945441,普莱斯的胡子,已玩，已老实[笑哭],0,202506-24 23:43:19,0
266601148000,月半大师,wx天天给我推这个，还套用我好友的名字，我直接就提交举报了，现在再也没给我刷过,0,202506-24 23:25:48,0
266600812560,Wayzin未经,别笑，你也忍不住第二关,1,202506-24 23:21:11,0
266600541792,禾本科水稻属,诶☝🤓，那既然我都过不了第二关，那我为什么还要玩呢,0,202506-24 23:19:53,0
265526962369,2226__,[tv_流汗],30,202506-24 23:09:18,0
266600459088,若兔兔兔,牛逼。。。。拆下来会有原图嘛？,4,202506-24 23:18:41,265526962369
265546302321,迎风九里,[哦呼],0,202506-25 07:26:28,265526962369
266620974448,这是一个很花哨的名字,回复 @若兔兔兔 :嗯,2,202506-25 08:00:24,266600459088
265557877649,偏偏意気用事,这下不得不玩了,1,202506-25 10:53:31,265526962369
266657100640,ANTI-安泰焕,这下不得不玩了[笑哭],0,202506-25 16:16:35,265526962369
266717150272,冒油烤鸭,这我是真的想玩[doge],0,202506-26 08:13:04,265526962369
265662107249,凉拌海蜇狗,有点逆天了,0,202506-26 13:01:38,265526962369
266751208528,逍遥洛煌琪,游戏笑传之拆出B,0,202506-26 15:58:11,265526962369
265526798545,狼戢,我是真在玩,12,202506-24 23:09:10,0
265527100513,21布丁片吖,别笑，你试你也过不了第二关[doge],2,202506-24 23:12:14,265526798545
266600587776,我是一条鱼114514,别笑，你试你也过不了第二关[doge],2,202506-24 23:19:17,265526798545
265530706481,劫中劫中劫,别笑，你试你也过不了第二关[doge],1,202506-24 23:52:16,265526798545
266604177968,魔爪霓虹狼,别笑，你试你也过不了第二关[doge],0,202506-24 23:59:30,265526798545
266605329504,小春糖尿病害我蛀牙,你可以把自己做进去了,1,202506-25 00:13:54,265526798545
265533268785,昀夏Hinatsu,别笑，你试你也过不了第二关[doge],0,202506-25 00:24:07,265526798545
265534736369,-B-with-U-,别试，你笑你也过不了第二关[doge],0,202506-25 00:43:28,265526798545
266609475744,玉玉玉秋湖,别笑，你试你也过不了第二关[doge],0,202506-25 01:13:34,265526798545
266622117488,李昱呈xxx,我只注意到了三国杀,0,202506-25 08:25:16,265526798545
265569933489,没有喵的阿喵,别笑，你试你也过不了第二关[doge],0,202506-25 13:09:58,265526798545
265585077441,成分复杂坐等重开,别笑，你试你也录不了第二关[doge],0,202506-25 16:44:43,265526798545
265526463281,1点墨盒_Murphy,...,0,202506-24 23:05:57,0
265526497489,沈阳整活猛虎,我嘞个明日方舟,0,202506-24 23:04:27,0
266598706656,无敌幽默黄猿,别笑老铁,0,202506-24 23:01:33,0
265526125041,第328号行星,666视频封面是钢脚[笑哭][笑哭],2,202506-24 23:01:06,0
266598813216,Whatthez,[doge],0,202506-24 23:00:55,0
265601117649,朱古力曲奇,靠，这不是p的吗[笑哭],0,202506-25 19:46:07,266598813216
266598634592,巧克力叉烧包,过了第二关,0,202506-24 23:00:17,0
265525622097,麻洋不是人,牛通，googleplay游戏助手也会评论,3,202506-24 22:55:05,0
265525535873,我是彼岸呐,帮大家把第二关过了，别刷了。,2,202506-24 22:54:49,0
265525271313,杰洛兔Gerabbit,别笑，你试你也过不了第二关,0,202506-24 22:53:08,0
265525117249,我的诗经,笑了个笑[OK],2,202506-24 22:51:42,0
266636128416,从不吃药の绅士,我只想知道微信给了什么权限让广告读了联系人列表,1,202506-25 11:52:37,265525117249
265525039953,谷氨酸钠S-glutamate,退出去点击右上角的小游戏手柄，点击第四个，全在里面[笑哭],0,202506-24 22:50:49,0
265525153665,梦晨爱吃秋秋糖,我知道你想找什么[藏狐],1,202506-24 22:50:37,0
266597772288,来去用飞YYY,6666,0,202506-24 22:50:21,0
266597399120,食笺赐客,我看到有朋友留言还截图发给他，说你看现在广告都开始编评论了，结果他说真那是他发的[笑哭],1,202506-24 22:47:00,0
266597330960,想叩海灵刚,@黎笙221B hyw,0,202506-24 22:46:28,0
266597181248,做个快乐的小棉袄,伊芙：别笑，你也过不了第二关[doge_金箍],1,202506-24 22:45:21,0
266597071328,低敏婆婆,真有,0,202506-24 22:43:20,0
265524307745,若潮水已归,这衣服是明太祖？确定不是野猪皮？,0,202506-24 22:42:47,0
265524284321,合成机油-jy,这歪的那拆螺丝那第二关压根就不是另一个游戏。,0,202506-24 22:42:05,0
265524174257,我们是烧饼,观后感,0,202506-24 22:40:33,0
266596353936,不悔妄为,别笑，你试你也岛不了第二关😋,0,202506-24 22:35:48,0
265523584705,T黑色长城T,条那些广告太烦了屏蔽不光根本屏蔽不光[笑哭],0,202506-24 22:35:10,0
266596072144,一抹繁华一掬细沙,[哦呼]从没看到过类似广告，你们是从哪里看到的？,24,202506-24 22:34:12,0
266596342912,西瓜-帅鸽周某,朋友圈,5,202506-24 22:35:27,266596072144
266596205680,green还是grey,朋友圈的广告,5,202506-24 22:35:42,266596072144
265524387217,若潮水已归,番茄小说,0,202506-24 22:43:34,266596072144
265530397233,゙゙山河,扫一扫,0,202506-24 23:49:04,266596072144
265531297345,大咔星,盆友圈，放心，你也会有的，这玩意是大范围面积投放的广告，就算关了也有，我就是，每次看到都关闭和点不喜欢啥的，结果没多久又会重新出现，你可能刷朋友圈快没留意到,4,202506-24 23:58:27,266596072144
265533297633,昀夏Hinatsu,朋友圈，每天都能刷到,0,202506-25 00:24:58,266596072144
266607880624,东风4D-0355京局京段,QQ空间,0,202506-25 00:47:58,266596072144
265540284497,微光Official,朋友圈啊,0,202506-25 02:38:52,266596072144
266629276272,栗川曉斗,我猜楼主的意思应该是自己把朋友圈关了看不到，而不是真的在问大家在哪看到的[傲娇],5,202506-25 10:25:00,266596072144
265560063217,午夜紫苑,回复 @大咔星 :楼主的意思是他把朋友圈关了根本看不见广告,1,202506-25 11:22:31,265531297345
266634005488,一抹繁华一掬细沙,回复 @栗川曉斗 : [傲娇]这么久，就你最聪明。我想表达就是朋友圈这个功能已经完成了历史使命，现在可以关闭了。（我从用微信开始，就没打开过这个功能）,0,202506-25 11:26:30,266629276272
266643155888,栗川曉斗,回复 @一抹繁华一掬细沙 :哈哈哈哈哈哈哈，我能get到你的意思的bro,1,202506-25 13:03:01,266634005488
265574289233,曦合月霜,回复 @一抹繁华一掬细沙 :那很骄傲了,0,202506-25 14:07:38,266634005488
266680400832,风的世界喵,回复 @一抹繁华一掬细沙 :好好好，让你骄傲一下吧,1,202506-25 20:32:56,266634005488
265614503489,RickAndBeth,其实 哥们是想展示自己不看朋友圈，不食人间烟火罢了[偷笑],0,202506-25 22:07:21,266596072144
266696605440,kakaka796Cc,你怎么把朋友圈扣了,0,202506-25 23:22:13,266596072144
265640508897,耂墨镜,细节VPN[doge],0,202506-26 07:48:45,266596072144
265652285793,大咔星,回复 @午夜紫苑 :没留意[笑哭],0,202506-26 11:09:27,265560063217
265523344449,仁菜唱无拘,折螺丝[doge_金箍][笑哭][笑哭]真的是这么打广告的[哦呼],0,202506-24 22:32:21,0
266595742432,絶体絶命-Flandre-,猎鹰：你知道我要说什么,2,202506-24 22:31:00,0
265522705297,大大阿诺糖,别笑，你也路不了第二关[笑哭],1,202506-24 22:25:12,0
266595188960,普通路过中学生,笑点解析：明日方舟,0,202506-24 22:24:59,0
265522597313,堕落的大蓝猫,好家伙，星野里面啥都有。,0,202506-24 22:24:11,0
265521999649,范迪生,不用下载，点击即玩哦。[调皮][调皮][调皮],0,202506-24 22:18:31,0
266594150560,七个小矮桃,"折螺丝✔️
拆螺丝❎",0,202506-24 22:14:28,0
266594256176,高仿号10086,同款阿b什么排版,1,202506-24 22:14:17,0
266593643520,ColdNightXD,关键是点进去货不对板啊 我看着广告感觉挺有意思想试试 一点进去就是别的游戏,0,202506-24 22:08:37,0
265520704369,成分复杂坐等重开,别笑，你试你也鲁不了第二关[笑哭],0,202506-24 22:04:49,0
265520570769,EndearingCat,[doge],0,202506-24 22:02:26,0
265519585889,一对一水魔法家教,@dog永远的神经,0,202506-24 21:53:58,0
265519372577,钴丁达真,喷上裕也绷不住了,0,202506-24 21:50:04,0
266590951696,两米一的大胖子不在这,别笑你也吃不了二弟这一关,1,202506-24 21:42:28,0
266590700992,纸跟,@辣玛西 @소욱간,1,202506-24 21:39:57,0
265518258225,六和弦361,@Mian_Bei_QAQ,0,202506-24 21:39:07,0
266592565520,Mian_Bei_QAQ,憋笑，你是也蝈不了第二关[笑哭],0,202506-24 21:57:34,265518258225
265518148865,停产火柴盒小车,不是这东西看到真的不会起鸡皮疙瘩吗[辣眼睛],1,202506-24 21:38:59,0
266590506080,苏圣零,我也有[笑哭][笑哭][笑哭],0,202506-24 21:36:43,0
266686861136,九万个不知道,全是机器人假号,0,202506-25 21:42:28,266590506080
266590327472,与签名,绵羊游戏，还有人记得吗,1,202506-24 21:35:18,0
265517468273,流光的岁月_,这玩意跟之前的羊了个羊一样纯随机，能不能过看运气,0,202506-24 21:31:34,0
266589162672,神の阿道松,[笑哭],0,202506-24 21:23:41,0
266589079408,呵爆星辰大海,主包想投稿魔→术↗技↘巧←，可以吗[星星眼][星星眼][星星眼][星星眼][星星眼],0,202506-24 21:23:37,0
266588932368,呵爆星辰大海,啊?!??!!第一个我妈玩过，还玩过不同版本的[哦呼][哦呼][哦呼],0,202506-24 21:21:34,0
265515801489,努力好难呀,我就笑，反正我不玩[笑哭],0,202506-24 21:14:27,0
266588201968,八月与浅巷,@咩宅OvO,0,202506-24 21:14:09,0
265519042241,咩宅OvO,朋友圈的场面还是忘不掉[笑哭],0,202506-24 21:46:57,266588201968
266588149840,千草唐小音,这种广告老气人了，故意整逆天操作明知广告但是气的我不行,0,202506-24 21:13:50,0
266588245440,爆浆小鱼,去玩了，我真的没过，我也是人机吗[藏狐],0,202506-24 21:13:23,0
266587767632,绿皮王八先生,广告：“大学生来了也得蒙，就是这个麻将消消乐”[呲牙],0,202506-24 21:08:24,0
266587762608,娜娜的贝塔三米八,@AAA血盟批发刘姐,0,202506-24 21:08:15,0
266587558752,阵雨本雨,好玩[doge],0,202506-24 21:07:00,0
266587242992,一只沉默的狗头,原来是真的人啊？我以为我那些朋友发言是广告假造的我还说了一句神金[笑哭][笑哭][笑哭][笑哭],3,202506-24 21:04:20,0
265514712577,一只路过的大鱼,那我这好友很逆天了[笑哭],232,202506-24 21:03:16,0
266597956080,聪明的大葱饼,你怎么不复制下来，我还想用呢,58,202506-24 22:53:30,265514712577
265528533809,今天被丢丢揍了嘛,来个文案阿,9,202506-24 23:27:13,265514712577
266602058896,萝卜子アトリ丶,求个文案,4,202506-24 23:35:49,265514712577
265529547905,吃鲸原地爆炸,求个文案🥺,3,202506-24 23:38:36,265514712577
266605524672,D-Tiger王双虎,求文案🥺,3,202506-25 00:15:24,265514712577
265533396033,韩金龙今天吃什么,"【菜鸟驿站】您有十个马嘉祺已经到达菜鸟驿站等待和你舌吻，请凭取件13-14-5200在23点前尽早取件【超绝马嘉祺待领取】内存不够用，马嘉祺来扩容!1478超大自行车，照片视频随便存。马嘉祺高速运转,自动保存,安全又可靠。",79,202506-25 00:25:41,265514712577
266606490128,慕斯杯奶茶QAQ,这种回复了朋友能看见吗[笑哭],1,202506-25 00:28:18,265514712577
265533593585,丶残荷听雨,回复 @慕斯杯奶茶QAQ :能，我看到我一堆同事在里面回复了，有一个人回复和别人不一样，我去问他，他说确实是他自己发的,12,202506-25 00:29:42,266606490128
265539665873,温土,诶，那我直接在里面打广告，不就是他帮我打广告了,7,202506-25 02:23:04,265514712577
266613657904,道骨仙风老滑稽,回复 @温土 :我朋友圈真有人在底下打广告,5,202506-25 02:46:49,265539665873
266625545728,X-Rounder,回复 @韩金龙今天吃什么 :靠谱[OK],0,202506-25 09:26:09,265533396033
265562594273,风凌不任性,回复 @温土 :我朋友圈里有个补课的直接在里面打广告[喜极而泣],3,202506-25 11:52:57,265539665873
